OrderID,OrderDate,Month,Region,Product,Category,SalesPerson,Quantity,UnitPrice,Sales
797,2024-04-12,April,West,Laptop,Electronics,Karan,19,800,15200
798,2024-12-16,December,West,Keyboard,Accessories,Riya,19,30000,570000
799,2024-03-27,March,West,Keyboard,Accessories,Rahul,2,5000,10000
800,2024-08-29,August,South,Mouse,Accessories,Riya,16,30000,480000
801,2024-02-02,February,South,Monitor,Accessories,Rahul,20,5000,100000
802,2024-04-24,April,North,Laptop,Electronics,Rahul,13,15000,195000
803,2024-01-20,January,West,Laptop,Electronics,Amit,7,500,3500
804,2024-12-10,December,North,Monitor,Accessories,Priya,8,800,6400
805,2024-08-27,August,North,Tablet,Electronics,Karan,2,800,1600
806,2024-03-14,March,South,Laptop,Electronics,Vikas,4,800,3200
807,2024-01-02,January,North,Laptop,Electronics,Amit,17,5000,85000
808,2024-10-14,October,North,Keyboard,Accessories,Amit,3,15000,45000
809,2024-05-28,May,West,Mouse,Accessories,Priya,18,15000,270000
810,2024-04-16,April,North,Mouse,Accessories,Neha,1,15000,15000
811,2024-03-03,March,South,Keyboard,Accessories,Priya,15,800,12000
812,2024-10-06,October,East,Laptop,Electronics,Riya,20,500,10000
813,2024-02-15,February,East,Laptop,Electronics,Sneha,8,500,4000
814,2024-03-16,March,West,Tablet,Electronics,Vikas,10,1200,12000
815,2024-02-08,February,North,Phone,Electronics,Riya,1,500,500
816,2024-09-23,September,West,Mouse,Accessories,Karan,20,800,16000
817,2024-11-28,November,South,Monitor,Accessories,Riya,20,15000,300000
818,2024-01-16,January,South,Laptop,Electronics,Priya,2,30000,60000
819,2024-05-30,May,West,Laptop,Electronics,Sneha,6,15000,90000
820,2024-06-02,June,East,Mouse,Accessories,Amit,5,1200,6000
821,2024-03-24,March,West,Tablet,Electronics,Neha,13,500,6500
822,2024-06-15,June,East,Mouse,Accessories,Rahul,16,15000,240000
823,2024-01-11,January,East,Laptop,Electronics,Rahul,14,15000,210000
824,2024-01-01,January,South,Keyboard,Accessories,Vikas,12,1200,14400
825,2024-02-23,February,North,Laptop,Electronics,Vikas,18,800,14400
826,2024-02-02,February,North,Monitor,Accessories,Karan,11,1200,13200
827,2024-01-28,January,South,Phone,Electronics,Priya,7,15000,105000
828,2024-04-18,April,South,Keyboard,Accessories,Sneha,3,30000,90000
829,2024-03-01,March,South,Laptop,Electronics,Karan,9,5000,45000
830,2024-05-25,May,West,Keyboard,Accessories,Rahul,6,30000,180000
831,2024-02-16,February,South,Tablet,Electronics,Sneha,9,500,4500
832,2024-12-01,December,North,Keyboard,Accessories,Riya,19,800,15200
833,2024-02-09,February,North,Mouse,Accessories,Riya,13,1200,15600
834,2024-07-04,July,North,Keyboard,Accessories,Neha,1,500,500
835,2024-09-09,September,East,Keyboard,Accessories,Karan,4,30000,120000
836,2024-06-04,June,West,Phone,Electronics,Priya,4,1200,4800
837,2024-02-18,February,West,Mouse,Accessories,Vikas,6,5000,30000
838,2024-07-17,July,South,Tablet,Electronics,Riya,7,500,3500
839,2024-06-20,June,East,Phone,Electronics,Amit,12,30000,360000
840,2024-03-21,March,East,Phone,Electronics,Sneha,3,500,1500
841,2024-09-03,September,North,Phone,Electronics,Amit,2,800,1600
842,2024-02-15,February,South,Monitor,Accessories,Amit,9,30000,270000
843,2024-05-17,May,South,Laptop,Electronics,Vikas,10,500,5000
844,2024-03-31,March,South,Tablet,Electronics,Vikas,18,30000,540000
845,2024-07-06,July,South,Mouse,Accessories,Riya,9,1200,10800
846,2024-07-13,July,North,Phone,Electronics,Rahul,6,1200,7200
847,2024-07-15,July,East,Mouse,Accessories,Rahul,7,800,5600
848,2024-01-04,January,North,Mouse,Accessories,Riya,16,1200,19200
849,2024-04-30,April,East,Mouse,Accessories,Amit,13,1200,15600
850,2024-02-29,February,North,Monitor,Accessories,Karan,15,5000,75000
851,2024-07-26,July,North,Keyboard,Accessories,Karan,16,500,8000
852,2024-08-06,August,West,Monitor,Accessories,Amit,6,800,4800
853,2024-05-16,May,East,Laptop,Electronics,Karan,7,500,3500
854,2024-10-11,October,North,Monitor,Accessories,Riya,8,1200,9600
855,2024-04-20,April,West,Keyboard,Accessories,Riya,8,5000,40000
856,2024-01-29,January,South,Laptop,Electronics,Neha,14,15000,210000
857,2024-02-21,February,North,Keyboard,Accessories,Karan,11,800,8800
858,2024-03-08,March,North,Tablet,Electronics,Karan,15,5000,75000
859,2024-04-15,April,East,Mouse,Accessories,Vikas,11,500,5500
860,2024-08-31,August,West,Laptop,Electronics,Sneha,4,30000,120000
861,2024-11-17,November,North,Phone,Electronics,Karan,17,500,8500
862,2024-11-27,November,South,Mouse,Accessories,Karan,2,15000,30000
863,2024-11-29,November,East,Mouse,Accessories,Neha,20,800,16000
864,2024-01-22,January,East,Monitor,Accessories,Neha,11,30000,330000
865,2024-11-02,November,West,Mouse,Accessories,Riya,8,500,4000
866,2024-05-26,May,West,Monitor,Accessories,Neha,7,500,3500
867,2024-06-09,June,South,Phone,Electronics,Riya,10,30000,300000
868,2024-03-25,March,North,Monitor,Accessories,Vikas,1,30000,30000
869,2024-09-01,September,East,Monitor,Accessories,Karan,8,500,4000
870,2024-04-20,April,South,Mouse,Accessories,Karan,7,15000,105000
871,2024-05-18,May,South,Phone,Electronics,Vikas,10,5000,50000
872,2024-06-24,June,West,Laptop,Electronics,Amit,14,800,11200
873,2024-05-02,May,North,Keyboard,Accessories,Neha,12,800,9600
874,2024-08-20,August,West,Keyboard,Accessories,Priya,9,15000,135000
875,2024-10-14,October,North,Phone,Electronics,Sneha,9,800,7200
876,2024-09-24,September,South,Monitor,Accessories,Vikas,5,800,4000
877,2024-08-04,August,South,Laptop,Electronics,Riya,6,800,4800
878,2024-05-09,May,South,Keyboard,Accessories,Neha,15,5000,75000
879,2024-07-27,July,North,Mouse,Accessories,Amit,9,30000,270000
880,2024-05-28,May,North,Monitor,Accessories,Sneha,4,500,2000
881,2024-02-07,February,West,Phone,Electronics,Sneha,5,5000,25000
882,2024-02-29,February,West,Mouse,Accessories,Rahul,17,15000,255000
883,2024-12-14,December,East,Monitor,Accessories,Rahul,17,15000,255000
884,2024-05-09,May,West,Monitor,Accessories,Neha,3,15000,45000
885,2024-05-01,May,West,Mouse,Accessories,Vikas,9,30000,270000
886,2024-02-07,February,North,Keyboard,Accessories,Karan,9,30000,270000
887,2024-08-15,August,West,Phone,Electronics,Vikas,11,500,5500
888,2024-06-15,June,South,Mouse,Accessories,Priya,6,5000,30000
889,2024-07-28,July,West,Laptop,Electronics,Neha,7,15000,105000
890,2024-12-28,December,East,Mouse,Accessories,Priya,8,1200,9600
891,2024-03-06,March,South,Mouse,Accessories,Rahul,16,1200,19200
892,2024-09-18,September,South,Tablet,Electronics,Priya,4,500,2000
893,2024-02-09,February,West,Keyboard,Accessories,Karan,14,30000,420000
894,2024-07-01,July,East,Tablet,Electronics,Priya,19,15000,285000
895,2024-12-20,December,North,Tablet,Electronics,Neha,6,5000,30000
896,2024-11-18,November,East,Monitor,Accessories,Rahul,12,500,6000
897,2024-10-30,October,South,Mouse,Accessories,Vikas,8,30000,240000
898,2024-02-03,February,West,Tablet,Electronics,Amit,9,800,7200
899,2024-09-30,September,West,Phone,Electronics,Sneha,1,15000,15000
900,2024-03-29,March,North,Laptop,Electronics,Rahul,3,500,1500
901,2024-03-30,March,East,Laptop,Electronics,Rahul,6,800,4800
902,2024-02-12,February,North,Laptop,Electronics,Rahul,1,500,500
903,2024-02-07,February,East,Phone,Electronics,Vikas,16,1200,19200
904,2024-09-02,September,East,Tablet,Electronics,Vikas,14,30000,420000
905,2024-03-24,March,East,Laptop,Electronics,Riya,3,1200,3600
906,2024-12-22,December,East,Laptop,Electronics,Neha,20,500,10000
907,2024-09-13,September,West,Mouse,Accessories,Neha,11,1200,13200
908,2024-01-27,January,South,Phone,Electronics,Priya,20,15000,300000
909,2024-01-09,January,South,Monitor,Accessories,Sneha,10,30000,300000
910,2024-02-03,February,South,Laptop,Electronics,Rahul,16,500,8000
911,2024-04-28,April,North,Mouse,Accessories,Karan,15,5000,75000
912,2024-01-07,January,South,Keyboard,Accessories,Rahul,14,800,11200
913,2024-05-12,May,West,Laptop,Electronics,Vikas,15,800,12000
914,2024-04-27,April,North,Mouse,Accessories,Rahul,2,500,1000
915,2024-11-23,November,West,Keyboard,Accessories,Rahul,10,800,8000
916,2024-12-05,December,East,Phone,Electronics,Neha,7,1200,8400
917,2024-08-25,August,East,Phone,Electronics,Sneha,2,800,1600
918,2024-06-05,June,North,Monitor,Accessories,Vikas,11,15000,165000
919,2024-06-15,June,South,Laptop,Electronics,Neha,10,500,5000
920,2024-01-16,January,South,Phone,Electronics,Vikas,8,5000,40000
921,2024-09-23,September,East,Laptop,Electronics,Karan,17,30000,510000
922,2024-02-24,February,North,Keyboard,Accessories,Priya,10,500,5000
923,2024-05-09,May,South,Monitor,Accessories,Karan,16,500,8000
924,2024-08-02,August,East,Tablet,Electronics,Karan,16,30000,480000
925,2024-01-27,January,North,Mouse,Accessories,Karan,11,15000,165000
926,2024-01-20,January,South,Laptop,Electronics,Riya,9,800,7200
927,2024-06-02,June,North,Monitor,Accessories,Vikas,20,500,10000
928,2024-03-15,March,West,Monitor,Accessories,Riya,17,500,8500
929,2024-05-27,May,South,Mouse,Accessories,Riya,2,500,1000
930,2024-03-24,March,West,Mouse,Accessories,Neha,3,1200,3600
931,2024-08-06,August,East,Phone,Electronics,Vikas,6,5000,30000
932,2024-10-09,October,North,Laptop,Electronics,Riya,8,5000,40000
933,2024-04-25,April,South,Tablet,Electronics,Sneha,13,5000,65000
934,2024-04-13,April,South,Monitor,Accessories,Rahul,13,30000,390000
935,2024-06-22,June,South,Monitor,Accessories,Amit,4,15000,60000
936,2024-12-22,December,South,Tablet,Electronics,Vikas,17,5000,85000
937,2024-06-23,June,South,Tablet,Electronics,Priya,6,30000,180000
938,2024-10-21,October,East,Laptop,Electronics,Amit,1,800,800
939,2024-01-20,January,East,Tablet,Electronics,Rahul,20,500,10000
940,2024-06-03,June,East,Tablet,Electronics,Vikas,9,1200,10800
941,2024-02-26,February,South,Monitor,Accessories,Amit,13,1200,15600
942,2024-10-17,October,South,Mouse,Accessories,Amit,14,30000,420000
943,2024-06-06,June,East,Mouse,Accessories,Vikas,6,800,4800
944,2024-03-09,March,South,Monitor,Accessories,Vikas,14,1200,16800
945,2024-03-29,March,East,Mouse,Accessories,Neha,2,1200,2400
946,2024-01-25,January,West,Mouse,Accessories,Vikas,18,30000,540000
947,2024-04-19,April,East,Monitor,Accessories,Vikas,15,30000,450000
948,2024-03-01,March,East,Phone,Electronics,Amit,3,500,1500
949,2024-02-06,February,North,Laptop,Electronics,Karan,8,1200,9600
950,2024-08-24,August,West,Mouse,Accessories,Sneha,2,800,1600
951,2024-11-22,November,West,Monitor,Accessories,Vikas,13,1200,15600
952,2024-06-29,June,North,Tablet,Electronics,Riya,10,30000,300000
953,2024-01-07,January,South,Monitor,Accessories,Rahul,15,5000,75000
954,2024-07-04,July,North,Phone,Electronics,Amit,12,15000,180000
955,2024-08-09,August,North,Monitor,Accessories,Neha,19,15000,285000
956,2024-09-25,September,East,Monitor,Accessories,Vikas,3,800,2400
957,2024-11-05,November,North,Laptop,Electronics,Rahul,8,30000,240000
958,2024-07-13,July,North,Tablet,Electronics,Priya,14,800,11200
959,2024-06-17,June,South,Phone,Electronics,Karan,11,1200,13200
960,2024-12-08,December,South,Keyboard,Accessories,Priya,17,500,8500
961,2024-01-09,January,North,Keyboard,Accessories,Vikas,6,800,4800
962,2024-09-15,September,North,Laptop,Electronics,Rahul,2,800,1600
963,2024-10-13,October,South,Keyboard,Accessories,Neha,15,800,12000
964,2024-08-05,August,South,Phone,Electronics,Sneha,15,500,7500
965,2024-08-03,August,South,Keyboard,Accessories,Karan,9,800,7200
966,2024-06-23,June,South,Laptop,Electronics,Rahul,3,500,1500
967,2024-09-21,September,South,Keyboard,Accessories,Rahul,9,800,7200
968,2024-10-26,October,North,Keyboard,Accessories,Karan,6,800,4800
969,2024-04-20,April,East,Mouse,Accessories,Priya,20,30000,600000
970,2024-01-01,January,West,Keyboard,Accessories,Riya,2,5000,10000
971,2024-07-31,July,South,Laptop,Electronics,Vikas,18,30000,540000
972,2024-04-20,April,East,Monitor,Accessories,Priya,6,30000,180000
973,2024-04-26,April,South,Mouse,Accessories,Priya,8,800,6400
974,2024-06-04,June,East,Tablet,Electronics,Neha,20,5000,100000
975,2024-02-13,February,South,Mouse,Accessories,Rahul,7,5000,35000
976,2024-09-15,September,East,Keyboard,Accessories,Neha,11,500,5500
977,2024-10-30,October,West,Monitor,Accessories,Karan,16,5000,80000
978,2024-04-11,April,West,Tablet,Electronics,Neha,16,15000,240000
979,2024-02-07,February,East,Keyboard,Accessories,Priya,6,800,4800
980,2024-06-30,June,West,Laptop,Electronics,Vikas,13,500,6500
981,2024-03-18,March,West,Tablet,Electronics,Amit,13,30000,390000
982,2024-09-17,September,West,Laptop,Electronics,Priya,16,1200,19200
983,2024-10-10,October,North,Keyboard,Accessories,Neha,10,800,8000
984,2024-07-23,July,East,Mouse,Accessories,Rahul,12,30000,360000
985,2024-10-09,October,West,Tablet,Electronics,Neha,6,15000,90000
986,2024-01-14,January,East,Tablet,Electronics,Karan,4,800,3200
987,2024-07-05,July,North,Monitor,Accessories,Vikas,16,1200,19200
988,2024-11-23,November,West,Keyboard,Accessories,Riya,18,1200,21600
989,2024-11-08,November,East,Tablet,Electronics,Amit,9,5000,45000
990,2024-07-04,July,North,Tablet,Electronics,Sneha,13,500,6500
991,2024-03-23,March,West,Tablet,Electronics,Amit,10,5000,50000
992,2024-01-31,January,South,Laptop,Electronics,Neha,7,800,5600
993,2024-01-30,January,West,Tablet,Electronics,Sneha,8,800,6400
994,2024-10-09,October,North,Laptop,Electronics,Neha,4,800,3200
995,2024-09-11,September,West,Monitor,Accessories,Priya,7,500,3500
996,2024-03-05,March,East,Laptop,Electronics,Amit,6,15000,90000
997,2024-03-04,March,North,Laptop,Electronics,Amit,2,800,1600
998,2024-08-25,August,South,Tablet,Electronics,Riya,6,500,3000
999,2024-07-02,July,South,Phone,Electronics,Vikas,7,15000,105000
1000,2024-07-19,July,West,Laptop,Electronics,Sneha,14,1200,16800
